,sentence_id,token_id,semiotic,before,after
19890,1033,17,SPORT,34-14,þrjátíu og fjögur fjórtán
19891,1033,18,PUNCT,.,.
20203,1051,0,PLAIN,Leiknir,Leiknir
20204,1051,1,SPORT,6-0,sex núll
20205,1051,2,PLAIN,Njarðvík,Njarðvík
20747,1081,0,PLAIN,Í,Í
20748,1081,1,PLAIN,gær,gær
20749,1081,2,PLAIN,lögðu,lögðu
20750,1081,3,PLAIN,þeir,þeir
20751,1081,4,PLAIN,Hauka,Hauka
20752,1081,5,PLAIN,á,á
20753,1081,6,PLAIN,heimavelli,heimavelli
20754,1081,7,SPORT,76:68,sjötíu og sex sextíu og átta
20755,1081,8,PLAIN,þar,þar
20756,1081,9,PLAIN,sem,sem
20757,1081,10,PLAIN,Hörður,Hörður
20758,1081,11,PLAIN,Axel,Axel
20759,1081,12,PLAIN,daðraði,daðraði
20760,1081,13,PLAIN,við,við
20761,1081,14,PLAIN,þrennu,þrennu
20762,1081,15,PUNCT,",",","
20763,1081,16,PLAIN,skoraði,skoraði
20764,1081,17,CARDINAL,24,tuttugu og fjögur
20765,1081,18,PLAIN,stig,stig
20766,1081,19,PUNCT,",",","
20767,1081,20,PLAIN,tók,tók
20768,1081,21,CARDINAL,10,tíu
20769,1081,22,PLAIN,fráköst,fráköst
20770,1081,23,PLAIN,og,og
20771,1081,24,PLAIN,gaf,gaf
20772,1081,25,CARDINAL,6,sex
20773,1081,26,PLAIN,stoðsendingar,stoðsendingar
20774,1081,27,PUNCT,.,.
20931,1091,0,PLAIN,Njarðvík,Njarðvík
20932,1091,1,PLAIN,átti,átti
20933,1091,2,PLAIN,í,í
20934,1091,3,PLAIN,miklum,miklum
20935,1091,4,PLAIN,erfiðleikum,erfiðleikum
20936,1091,5,PLAIN,með,með
20937,1091,6,PLAIN,að,að
20938,1091,7,PLAIN,koma,koma
20939,1091,8,PLAIN,boltanum,boltanum
20940,1091,9,PLAIN,upp,upp
20941,1091,10,PLAIN,völlinn,völlinn
20942,1091,11,PUNCT,",",","
20943,1091,12,PLAIN,þegar,þegar
20944,1091,13,PLAIN,rúm,rúm
20945,1091,14,PLAIN,mínuta,mínuta
20946,1091,15,PLAIN,var,var
20947,1091,16,PLAIN,eftir,eftir
20948,1091,17,PLAIN,var,var
20949,1091,18,PLAIN,staðan,staðan
20950,1091,19,PLAIN,orðin,orðin
20951,1091,20,SPORT,62-68,sextíu og tvö sextíu og átta
20952,1091,21,PLAIN,en,en
20953,1091,22,PLAIN,Njarðvíkingar,Njarðvíkingar
20954,1091,23,PLAIN,stóðust,stóðust
20955,1091,24,PLAIN,áhlaupið,áhlaupið
20956,1091,25,PLAIN,og,og
20957,1091,26,PLAIN,voru,voru
20958,1091,27,PLAIN,sterkir,sterkir
20959,1091,28,PLAIN,á,á
20960,1091,29,PLAIN,vítalínunni,vítalínunni
20961,1091,30,PLAIN,í,í
20962,1091,31,PLAIN,lokinn,lokinn
20963,1091,32,PLAIN,og,og
20964,1091,33,PLAIN,uppskáru,uppskáru
20965,1091,34,PLAIN,verðskuldan,verðskuldan
20966,1091,35,PLAIN,sigur,sigur
20967,1091,36,SPORT,67-74,sextíu og sjö sjötíu og fjögur
20968,1091,37,PUNCT,.,.
22156,1154,0,PLAIN,Keflvíkingar,Keflvíkingar
22157,1154,1,PLAIN,sigruðu,sigruðu
22158,1154,2,ORDINAL,2.,annarrar
22159,1154,3,PLAIN,deildar,deildar
22160,1154,4,PLAIN,lið,lið
22161,1154,5,PLAIN,Álfnesinga,Álfnesinga
22162,1154,6,PLAIN,nokkuð,nokkuð
22163,1154,7,PLAIN,auðveldlega,auðveldlega
22164,1154,8,PUNCT,",",","
22165,1154,9,SPORT,115-71,hundrað og fimmtán sjötíu og eitt
22166,1154,10,PLAIN,og,og
22167,1154,11,ABBR,m.a.,meðal annars
22168,1154,12,PLAIN,fengu,fengu
22169,1154,13,PLAIN,stórstörnur,stórstörnur
22170,1154,14,PLAIN,á,á
22171,1154,15,PLAIN,borð,borð
22172,1154,16,PLAIN,við,við
22173,1154,17,PLAIN,Sigurð,Sigurð
22174,1154,18,PLAIN,Indimundarson,Indimundarson
22175,1154,19,PLAIN,og,og
22176,1154,20,PLAIN,Fal,Fal
22177,1154,21,PLAIN,Harðarson,Harðarson
22178,1154,22,PLAIN,að,að
22179,1154,23,PLAIN,hvíla,hvíla
22180,1154,24,PLAIN,í,í
22181,1154,25,PLAIN,leiknum,leiknum
22182,1154,26,PUNCT,.,.
22529,1172,0,PLAIN,Staðan,Staðan
22530,1172,1,PLAIN,var,var
22531,1172,2,SPORT,43-51,fjörutíu og þrjú fimmtíu og eitt
22532,1172,3,PLAIN,þegar,þegar
22533,1172,4,CARDINAL,4,fjórar
22534,1172,5,PLAIN,mínútur,mínútur
22535,1172,6,PLAIN,voru,voru
22536,1172,7,PLAIN,liðnar,liðnar
22537,1172,8,PLAIN,af,af
22538,1172,9,ORDINAL,3.,þriðja
22539,1172,10,PLAIN,leikhluta,leikhluta
22540,1172,11,PLAIN,og,og
22541,1172,12,PLAIN,leikhlé,leikhlé
22542,1172,13,PLAIN,hjá,hjá
22543,1172,14,PLAIN,Fjölnismönnum,Fjölnismönnum
22544,1172,15,PUNCT,.,.
22559,1175,0,PLAIN,Grindvíkingar,Grindvíkingar
22560,1175,1,PLAIN,gerðu,gerðu
22561,1175,2,PLAIN,ekki,ekki
22562,1175,3,PLAIN,góða,góða
22563,1175,4,PLAIN,ferð,ferð
22564,1175,5,PLAIN,til,til
22565,1175,6,PLAIN,Vestmannaeyja,Vestmannaeyja
22566,1175,7,PLAIN,í,í
22567,1175,8,PLAIN,gærkvöldi,gærkvöldi
22568,1175,9,PLAIN,en,en
22569,1175,10,PLAIN,þar,þar
22570,1175,11,PLAIN,töpuðu,töpuðu
22571,1175,12,PLAIN,þeir,þeir
22572,1175,13,SPORT,3-1,þrjú eitt
22573,1175,14,PLAIN,fyrir,fyrir
22574,1175,15,LETTERS,ÍBV,Í B V
22575,1175,16,PLAIN,á,á
22576,1175,17,PLAIN,Hásteinsvelli,Hásteinsvelli
22577,1175,18,PLAIN,í,í
22578,1175,19,ORDINAL,6.,sjöttu
22579,1175,20,PLAIN,umferð,umferð
22580,1175,21,PLAIN,Pepsi-deildar,Pepsi-deildar
22581,1175,22,PLAIN,karla,karla
22582,1175,23,PUNCT,.,.
22912,1190,0,PLAIN,Í,Í
22913,1190,1,PLAIN,fyrrakvöld,fyrrakvöld
22914,1190,2,PLAIN,var,var
22915,1190,3,PLAIN,Jóhann,Jóhann
22916,1190,4,PLAIN,enn,enn
22917,1190,5,PLAIN,einu,einu
22918,1190,6,PLAIN,sinni,sinni
22919,1190,7,PLAIN,í,í
22920,1190,8,PLAIN,byrjunarliði,byrjunarliði
22921,1190,9,PLAIN,Merlins,Merlins
22922,1190,10,PLAIN,sem,sem
22923,1190,11,PLAIN,vann,vann
22924,1190,12,LETTERS,TSV,T S V
22925,1190,13,PLAIN,Tröster,Tröster
22926,1190,14,PLAIN,á,á
22927,1190,15,PLAIN,heimavelli,heimavelli
22928,1190,16,SPORT,109-82,hundrað og níu áttatíu og tvö
22929,1190,17,PUNCT,.,.
23023,1196,0,PLAIN,Gunnar,Gunnar
23024,1196,1,PLAIN,og,og
23025,1196,2,PLAIN,Hörður,Hörður
23026,1196,3,PLAIN,settu,settu
23027,1196,4,PLAIN,niður,niður
23028,1196,5,CARDINAL,4,fjóra
23029,1196,6,PLAIN,þrista,þrista
23030,1196,7,PLAIN,og,og
23031,1196,8,PLAIN,koma,koma
23032,1196,9,PLAIN,Keflavík,Keflavík
23033,1196,10,PLAIN,yfir,yfir
23034,1196,11,PLAIN,þegar,þegar
23035,1196,12,PLAIN,um,um
23036,1196,13,CARDINAL,4,fjórar
23037,1196,14,PLAIN,mínútur,mínútur
23038,1196,15,PLAIN,voru,voru
23039,1196,16,PLAIN,eftir,eftir
23040,1196,17,PLAIN,af,af
23041,1196,18,PLAIN,leiknum,leiknum
23042,1196,19,PLAIN,og,og
23043,1196,20,PLAIN,staðan,staðan
23044,1196,21,SPORT,60-61,sextíu sextíu og eitt
23045,1196,22,PUNCT,.,.
23497,1223,0,PLAIN,Gangur,Gangur
23498,1223,1,PLAIN,leiks,leiks
23499,1223,2,PUNCT,:,:
23500,1223,3,PLAIN,Grindavík,Grindavík
23501,1223,4,PUNCT,-,-
23502,1223,5,LETTERS,KR,K R
23503,1223,6,SPORT,95-87,níutíu og fimm áttatíu og sjö
23504,1223,7,PUNCT,(,(
23505,1223,8,SPORT,23-10,tuttugu og þrjú tíu
23506,1223,9,PUNCT,",",","
23507,1223,10,SPORT,27-24,tuttugu og sjö tuttugu og fjögur
23508,1223,11,PUNCT,",",","
23509,1223,12,SPORT,24-33,tuttugu og fjögur þrjátíu og þrjú
23510,1223,13,PUNCT,",",","
23511,1223,14,SPORT,21-20,tuttugu og eitt tuttugu
23512,1223,15,PUNCT,),)
23513,1223,16,PLAIN,Tölfræði,Tölfræði
23514,1223,17,PUNCT,:,:
23515,1223,18,PLAIN,Grindavík,Grindavík
23516,1223,19,PUNCT,:,:
23517,1223,20,PLAIN,Aaron,Aaron
23518,1223,21,PLAIN,Broussard,Broussard
23519,1223,22,SPORT,31/11,þrjátíu og eitt <sil> ellefu
23520,1223,23,PLAIN,fráköst,fráköst
23521,1223,24,SYMB,/,skástrik
23522,1223,25,CARDINAL,5,fimm
23523,1223,26,PLAIN,stoðsendingar,stoðsendingar
23524,1223,27,PUNCT,",",","
23525,1223,28,PLAIN,Jóhann,Jóhann
23526,1223,29,PLAIN,Árni,Árni
23527,1223,30,PLAIN,Ólafsson,Ólafsson
23528,1223,31,SPORT,28/5,tuttugu og átta <sil> fimm
23529,1223,32,PLAIN,fráköst,fráköst
23530,1223,33,PUNCT,",",","
23531,1223,34,PLAIN,Þorleifur,Þorleifur
23532,1223,35,PLAIN,Ólafsson,Ólafsson
23533,1223,36,CARDINAL,12,tólf
23534,1223,37,PUNCT,",",","
23535,1223,38,PLAIN,Ryan,Ryan
23536,1223,39,PLAIN,Pettinella,Pettinella
23537,1223,40,SPORT,6/5,sex <sil> fimm
23538,1223,41,PLAIN,fráköst,fráköst
23539,1223,42,PUNCT,",",","
23540,1223,43,PLAIN,Sigurður,Sigurður
23541,1223,44,PLAIN,Gunnar,Gunnar
23542,1223,45,PLAIN,Þorsteinsson,Þorsteinsson
23543,1223,46,SPORT,6/10,sex <sil> tíu
23544,1223,47,PLAIN,fráköst,fráköst
23545,1223,48,PUNCT,",",","
23546,1223,49,PLAIN,Samuel,Samuel
23547,1223,50,PLAIN,Zeglinski,Zeglinski
23548,1223,51,SPORT,6/4,sex <sil> fjögur
23549,1223,52,PLAIN,fráköst,fráköst
23550,1223,53,SYMB,/,skástrik
23551,1223,54,CARDINAL,6,sex
23552,1223,55,PLAIN,stoðsendingar,stoðsendingar
23553,1223,56,PUNCT,",",","
23554,1223,57,PLAIN,Björn,Björn
23555,1223,58,PLAIN,Steinar,Steinar
23556,1223,59,PLAIN,Brynjólfsson,Brynjólfsson
23557,1223,60,CARDINAL,3,þrjú
23558,1223,61,PUNCT,",",","
23559,1223,62,PLAIN,Jón,Jón
23560,1223,63,PLAIN,Axel,Axel
23561,1223,64,PLAIN,Guðmundsson,Guðmundsson
23562,1223,65,CARDINAL,3,þrjú
23563,1223,66,PUNCT,",",","
23564,1223,67,PLAIN,Hilmir,Hilmir
23565,1223,68,PLAIN,Kristjánsson,Kristjánsson
23566,1223,69,CARDINAL,0,núll
23567,1223,70,PUNCT,",",","
23568,1223,71,PLAIN,Daníel,Daníel
23569,1223,72,LETTERS,G.,G
23570,1223,73,PLAIN,Guðmundsson,Guðmundsson
23571,1223,74,CARDINAL,0,núll
23572,1223,75,PUNCT,",",","
23573,1223,76,PLAIN,Ólafur,Ólafur
23574,1223,77,PLAIN,Ólafsson,Ólafsson
23575,1223,78,CARDINAL,0,núll
23576,1223,79,PUNCT,",",","
23577,1223,80,PLAIN,Davíð,Davíð
23578,1223,81,PLAIN,Ingi,Ingi
23579,1223,82,PLAIN,Bustion,Bustion
23580,1223,83,CARDINAL,0,núll
23581,1223,84,PUNCT,.,.
23705,1231,0,PLAIN,Staðan,Staðan
23706,1231,1,PLAIN,í,í
23707,1231,2,PLAIN,einvíginu,einvíginu
23708,1231,3,PLAIN,er,er
23709,1231,4,SPORT,1-0,eitt núll
23710,1231,5,PLAIN,Hamri,Hamri
23711,1231,6,PLAIN,í,í
23712,1231,7,PLAIN,vil,vil
23713,1231,8,PLAIN,eftir,eftir
23714,1231,9,PLAIN,sigur,sigur
23715,1231,10,PLAIN,liðsins,liðsins
23716,1231,11,PLAIN,í,í
23717,1231,12,PLAIN,Hveragerði,Hveragerði
23718,1231,13,SPORT,97-77,níutíu og sjö sjötíu og sjö
23719,1231,14,PLAIN,síðastliðinn,síðastliðinn
23720,1231,15,PLAIN,laugardag,laugardag
23721,1231,16,PUNCT,.,.
25485,1324,0,PLAIN,Reynir,Reynir
25486,1324,1,PLAIN,Sandgerði,Sandgerði
25487,1324,2,PLAIN,sigarði,sigarði
25488,1324,3,PLAIN,Bersekki,Bersekki
25489,1324,4,SPORT,1:0,eitt núll
25490,1324,5,PLAIN,á,á
25491,1324,6,PLAIN,Sandgerðisvelli,Sandgerðisvelli
25492,1324,7,PLAIN,í,í
25493,1324,8,ORDINAL,3.,þriðju
25494,1324,9,PLAIN,deildinni,deildinni
25495,1324,10,PLAIN,í,í
25496,1324,11,PLAIN,kvöld,kvöld
25497,1324,12,PUNCT,.,.
25644,1333,0,PLAIN,Fylkismenn,Fylkismenn
25645,1333,1,PLAIN,minnkuðu,minnkuðu
25646,1333,2,PLAIN,muninn,muninn
25647,1333,3,PLAIN,á,á
25648,1333,4,ORDINAL,55.,fimmtugustu og fimmtu
25649,1333,5,PLAIN,mínútu,mínútu
25650,1333,6,PLAIN,en,en
25651,1333,7,PLAIN,Mangús,Mangús
25652,1333,8,PLAIN,Sverrir,Sverrir
25653,1333,9,PLAIN,svaraði,svaraði
25654,1333,10,PLAIN,fyrir,fyrir
25655,1333,11,PLAIN,Keflvíkinga,Keflvíkinga
25656,1333,12,PLAIN,mínútu,mínútu
25657,1333,13,PLAIN,síðar,síðar
25658,1333,14,PUNCT,",",","
25659,1333,15,PLAIN,staðan,staðan
25660,1333,16,SPORT,1-4,eitt fjögur
25661,1333,17,PUNCT,.,.
26495,1378,0,PLAIN,Staðan,Staðan
26496,1378,1,SPORT,0-3,núll þrjú
26497,1378,2,PLAIN,í,í
26498,1378,3,PLAIN,hálfleik,hálfleik
26499,1378,4,PLAIN,og,og
26500,1378,5,PLAIN,allt,allt
26501,1378,6,PLAIN,stefndi,stefndi
26502,1378,7,PLAIN,í,í
26503,1378,8,PLAIN,stóran,stóran
26504,1378,9,PLAIN,sigur,sigur
26505,1378,10,PUNCT,.,.
26846,1398,0,PLAIN,Keflvíkingar,Keflvíkingar
26847,1398,1,PLAIN,náðu,náðu
26848,1398,2,SPORT,3-1,þrjú eitt
26849,1398,3,PLAIN,forystu,forystu
26850,1398,4,PLAIN,þegar,þegar
26851,1398,5,PLAIN,Elías,Elías
26852,1398,6,PLAIN,Már,Már
26853,1398,7,PLAIN,skoraði,skoraði
26854,1398,8,PLAIN,örugglega,örugglega
26855,1398,9,PLAIN,úr,úr
26856,1398,10,PLAIN,sinni,sinni
26857,1398,11,PLAIN,spyrnu,spyrnu
26858,1398,12,PUNCT,.,.
27200,1416,0,PLAIN,Grindavík-Þór,Grindavík-Þór
27201,1416,1,LETTERS,Þ.,Þ
27202,1416,2,SPORT,100-92,hundrað níutíu og tvö
27203,1416,3,PUNCT,(,(
27204,1416,4,SPORT,31-20,þrjátíu og eitt tuttugu
27205,1416,5,PUNCT,",",","
27206,1416,6,SPORT,19-28,nítján tuttugu og átta
27207,1416,7,PUNCT,",",","
27208,1416,8,SPORT,31-21,þrjátíu og eitt tuttugu og eitt
27209,1416,9,PUNCT,",",","
27210,1416,10,SPORT,19-23,nítján tuttugu og þrjú
27211,1416,11,PUNCT,),)
27454,1431,0,PLAIN,Staðan,Staðan
27455,1431,1,PLAIN,var,var
27456,1431,2,SPORT,24:19,tuttugu og fjögur nítján
27457,1431,3,PLAIN,eftir,eftir
27458,1431,4,PLAIN,fyrsta,fyrsta
27459,1431,5,PLAIN,leikhluta,leikhluta
27460,1431,6,PLAIN,og,og
27461,1431,7,PLAIN,líkast,líkast
27462,1431,8,PLAIN,til,til
27463,1431,9,PLAIN,hefði,hefði
27464,1431,10,PLAIN,hann,hann
27465,1431,11,PLAIN,verið,verið
27466,1431,12,PLAIN,meiri,meiri
27467,1431,13,PLAIN,ef,ef
27468,1431,14,PLAIN,ekki,ekki
27469,1431,15,PLAIN,hefði,hefði
27470,1431,16,PLAIN,verið,verið
27471,1431,17,PLAIN,fyrir,fyrir
27472,1431,18,PLAIN,Hope,Hope
27473,1431,19,PLAIN,Elam,Elam
27474,1431,20,PLAIN,sem,sem
27475,1431,21,PLAIN,var,var
27476,1431,22,PLAIN,við,við
27477,1431,23,PLAIN,suðumark,suðumark
27478,1431,24,PLAIN,og,og
27479,1431,25,PLAIN,hafði,hafði
27480,1431,26,PLAIN,þá,þá
27481,1431,27,PLAIN,þegar,þegar
27482,1431,28,PLAIN,gert,gert
27483,1431,29,CARDINAL,15,fimmtán
27484,1431,30,PLAIN,stig,stig
27485,1431,31,PLAIN,fyrir,fyrir
27486,1431,32,PLAIN,gestina,gestina
27487,1431,33,PUNCT,.,.
27551,1436,0,PLAIN,Staðan,Staðan
27552,1436,1,PLAIN,í,í
27553,1436,2,PLAIN,hálfleik,hálfleik
27554,1436,3,PLAIN,var,var
27555,1436,4,SPORT,3-0,þrjú núll
27556,1436,5,PLAIN,fyrir,fyrir
27557,1436,6,PLAIN,Keflvíkinga,Keflvíkinga
27558,1436,7,PLAIN,sem,sem
27559,1436,8,PLAIN,bættu,bættu
27560,1436,9,PLAIN,við,við
27561,1436,10,CARDINAL,3,þremur
27562,1436,11,PLAIN,mörkum,mörkum
27563,1436,12,PLAIN,til,til
27564,1436,13,PLAIN,viðbótar,viðbótar
27565,1436,14,PLAIN,á,á
27566,1436,15,PLAIN,fyrstu,fyrstu
27567,1436,16,CARDINAL,20,tuttugu
27568,1436,17,PLAIN,mínútu,mínútu
27569,1436,18,PLAIN,seinni,seinni
27570,1436,19,PLAIN,hálfleiks,hálfleiks
27571,1436,20,PLAIN,áður,áður
27572,1436,21,PLAIN,en,en
27573,1436,22,PLAIN,Leiknismönnum,Leiknismönnum
27574,1436,23,PLAIN,tókst,tókst
27575,1436,24,PLAIN,loks,loks
27576,1436,25,PLAIN,að,að
27577,1436,26,PLAIN,skora,skora
27578,1436,27,PUNCT,.,.
27951,1458,0,PLAIN,Liðin,Liðin
27952,1458,1,PLAIN,héldu,héldu
27953,1458,2,PLAIN,til,til
27954,1458,3,PLAIN,hálfleiks,hálfleiks
27955,1458,4,PLAIN,í,í
27956,1458,5,PLAIN,stöðunni,stöðunni
27957,1458,6,SPORT,1-1,eitt eitt
27958,1458,7,PLAIN,og,og
27959,1458,8,PLAIN,máttu,máttu
27960,1458,9,PLAIN,Keflvíkingar,Keflvíkingar
27961,1458,10,PLAIN,þakka,þakka
27962,1458,11,PLAIN,fyrir,fyrir
27963,1458,12,PLAIN,að,að
27964,1458,13,PLAIN,mörk,mörk
27965,1458,14,LETTERS,KR,K R
27966,1458,15,PLAIN,voru,voru
27967,1458,16,PLAIN,ekki,ekki
27968,1458,17,PLAIN,fleiri,fleiri
27969,1458,18,PUNCT,.,.
30329,1597,0,PLAIN,Þegar,Þegar
30330,1597,1,CARDINAL,3,þrjár
30331,1597,2,PLAIN,mínútur,mínútur
30332,1597,3,PLAIN,voru,voru
30333,1597,4,PLAIN,liðnar,liðnar
30334,1597,5,PLAIN,stóðu,stóðu
30335,1597,6,PLAIN,tölur,tölur
30336,1597,7,SPORT,9-9,níu níu
30337,1597,8,PUNCT,.,.
30698,1615,0,PLAIN,Stjarnan,Stjarnan
30699,1615,1,PUNCT,:,:
30700,1615,2,PLAIN,Justin,Justin
30701,1615,3,PLAIN,Shouse,Shouse
30702,1615,4,SPORT,20/8,tuttugu <sil> átta
30703,1615,5,PLAIN,fráköst,fráköst
30704,1615,6,PUNCT,",",","
30705,1615,7,PLAIN,Marvin,Marvin
30706,1615,8,PLAIN,Valdimarsson,Valdimarsson
30707,1615,9,SPORT,18/7,átján <sil> sjö
30708,1615,10,PLAIN,fráköst,fráköst
30709,1615,11,PUNCT,",",","
30710,1615,12,PLAIN,Keith,Keith
30711,1615,13,PLAIN,Cothran,Cothran
30712,1615,14,SPORT,14/4,fjórtán <sil> fjögur
30713,1615,15,PLAIN,fráköst,fráköst
30714,1615,16,PUNCT,",",","
30715,1615,17,PLAIN,Jovan,Jovan
30716,1615,18,PLAIN,Zdravevski,Zdravevski
30717,1615,19,SPORT,11/7,ellefu <sil> sjö
30718,1615,20,PLAIN,fráköst,fráköst
30719,1615,21,PUNCT,",",","
30720,1615,22,PLAIN,Renato,Renato
30721,1615,23,PLAIN,Lindmets,Lindmets
30722,1615,24,SPORT,9/8,níu <sil> átta
30723,1615,25,PLAIN,fráköst,fráköst
30724,1615,26,PUNCT,",",","
30725,1615,27,PLAIN,Sigurjón,Sigurjón
30726,1615,28,PLAIN,Örn,Örn
30727,1615,29,PLAIN,Lárusson,Lárusson
30728,1615,30,CARDINAL,4,fjögur
30729,1615,31,PUNCT,",",","
30730,1615,32,PLAIN,Dagur,Dagur
30731,1615,33,PLAIN,Kár,Kár
30732,1615,34,PLAIN,Jónsson,Jónsson
30733,1615,35,CARDINAL,4,fjögur
30734,1615,36,PUNCT,",",","
30735,1615,37,PLAIN,Fannar,Fannar
30736,1615,38,PLAIN,Freyr,Freyr
30737,1615,39,PLAIN,Helgason,Helgason
30738,1615,40,CARDINAL,2,tvö
30739,1615,41,PUNCT,",",","
30740,1615,42,PLAIN,Aron,Aron
30741,1615,43,PLAIN,Kárason,Kárason
30742,1615,44,CARDINAL,0,núll
30743,1615,45,PUNCT,",",","
30744,1615,46,PLAIN,Guðjón,Guðjón
30745,1615,47,PLAIN,Lárusson,Lárusson
30746,1615,48,CARDINAL,0,núll
30747,1615,49,PUNCT,",",","
30748,1615,50,PLAIN,Sigurbjörn,Sigurbjörn
30749,1615,51,PLAIN,Ottó,Ottó
30750,1615,52,PLAIN,Björnsson,Björnsson
30751,1615,53,CARDINAL,0,núll
30752,1615,54,PUNCT,",",","
30753,1615,55,PLAIN,Magnús,Magnús
30754,1615,56,PLAIN,Bjarki,Bjarki
30755,1615,57,PLAIN,Guðmundsson,Guðmundsson
30756,1615,58,CARDINAL,0,núll
30757,1615,59,PUNCT,.,.
32349,1700,0,PLAIN,Njarðvíkingar,Njarðvíkingar
32350,1700,1,PLAIN,unnu,unnu
32351,1700,2,SPORT,45-37,fjörutíu og fimm þrjátíu og sjö
32352,1700,3,PLAIN,sigur,sigur
32353,1700,4,PLAIN,á,á
32354,1700,5,PLAIN,Fjölni,Fjölni
32355,1700,6,PLAIN,í,í
32356,1700,7,PLAIN,gær,gær
32357,1700,8,PLAIN,þegar,þegar
32358,1700,9,PLAIN,liðin,liðin
32359,1700,10,PLAIN,mættust,mættust
32360,1700,11,PLAIN,í,í
32361,1700,12,ORDINAL,1.,fyrstu
32362,1700,13,PLAIN,deild,deild
32363,1700,14,PLAIN,kvenna,kvenna
32364,1700,15,PUNCT,.,.
32969,1734,0,PLAIN,Lokatölur,Lokatölur
32970,1734,1,PLAIN,urðu,urðu
32971,1734,2,SPORT,65-51,sextíu og fimm fimmtíu og eitt
32972,1734,3,PUNCT,.,.
33613,1774,0,PLAIN,Keflvíkingar,Keflvíkingar
33614,1774,1,PLAIN,unnu,unnu
33615,1774,2,PLAIN,öruggan,öruggan
33616,1774,3,SPORT,3:0,þrjú núll
33617,1774,4,PLAIN,sigur,sigur
33618,1774,5,PLAIN,á,á
33619,1774,6,PLAIN,Leikni,Leikni
33620,1774,7,LETTERS,F.,F
33621,1774,8,PLAIN,á,á
33622,1774,9,PLAIN,Nettóvellinum,Nettóvellinum
33623,1774,10,PLAIN,í,í
33624,1774,11,PLAIN,Keflavík,Keflavík
33625,1774,12,PLAIN,í,í
33626,1774,13,PLAIN,dag,dag
33627,1774,14,PUNCT,.,.
34328,1806,0,PLAIN,Keflavík,Keflavík
34329,1806,1,SPORT,3-1,þrjú eitt
34330,1806,2,LETTERS,FH,F H
34331,1807,0,PLAIN,Þeir,Þeir
34332,1807,1,PLAIN,unnu,unnu
34333,1807,2,ORDINAL,3.,þriðja
34334,1807,3,PLAIN,leikhluta,leikhluta
34335,1807,4,SPORT,38-20,þrjátíu og átta tuttugu
34336,1807,5,PLAIN,og,og
34337,1807,6,PLAIN,þann,þann
34338,1807,7,ORDINAL,4.,fjórða
34339,1807,8,SPORT,27-9,tuttugu og sjö níu
34340,1807,9,PUNCT,.,.
34368,1809,0,SPORT,11/8,ellefu <sil> átta
34369,1809,1,PLAIN,fráköst,fráköst
34370,1809,2,SYMB,/,skástrik
34371,1809,3,CARDINAL,6,sex
34372,1809,4,PLAIN,stoðsendingar,stoðsendingar
34373,1809,5,PUNCT,",",","
34374,1809,6,PLAIN,Emil,Emil
34375,1809,7,PLAIN,Þór,Þór
34376,1809,8,PLAIN,Jóhannsson,Jóhannsson
34377,1809,9,SPORT,9/6,níu <sil> sex
34378,1809,10,PLAIN,stolnir,stolnir
34379,1809,11,PUNCT,",",","
34380,1809,12,PLAIN,Skarphéðinn,Skarphéðinn
34381,1809,13,PLAIN,Freyr,Freyr
34382,1809,14,PLAIN,Ingason,Ingason
34383,1809,15,CARDINAL,7,sjö
34384,1809,16,PUNCT,",",","
34385,1809,17,PLAIN,Martin,Martin
34386,1809,18,PLAIN,Hermannsson,Hermannsson
34387,1809,19,CARDINAL,5,fimm
34388,1809,20,PUNCT,",",","
34389,1809,21,PLAIN,Finnur,Finnur
34390,1809,22,PLAIN,Atli,Atli
34391,1809,23,PLAIN,Magnusson,Magnusson
34392,1809,24,SPORT,5/5,fimm <sil> fimm
34393,1809,25,PLAIN,fráköst,fráköst
34394,1809,26,PUNCT,",",","
34395,1809,27,PLAIN,Ágúst,Ágúst
34396,1809,28,PLAIN,Angantýsson,Angantýsson
34397,1809,29,SPORT,2/4,tvö <sil> fjögur
34398,1809,30,PLAIN,fráköst,fráköst
34399,1809,31,PUNCT,",",","
34400,1809,32,PLAIN,Jón,Jón
34401,1809,33,PLAIN,Orri,Orri
34402,1809,34,PLAIN,Kristjánsson,Kristjánsson
34403,1809,35,CARDINAL,0,núll
34404,1809,36,PUNCT,",",","
34405,1809,37,PLAIN,Kristófer,Kristófer
34406,1809,38,PLAIN,Acox,Acox
34407,1809,39,CARDINAL,0,núll
34408,1809,40,PUNCT,",",","
34409,1809,41,PLAIN,Páll,Páll
34410,1809,42,PLAIN,Fannar,Fannar
34411,1809,43,PLAIN,Helgason,Helgason
34412,1809,44,CARDINAL,0,núll
34413,1809,45,PUNCT,",",","
34414,1809,46,PLAIN,Ólafur,Ólafur
34415,1809,47,PLAIN,Már,Már
34416,1809,48,PLAIN,Ægisson,Ægisson
34417,1809,49,CARDINAL,0,núll
34418,1809,50,PUNCT,.,.
34803,1829,0,PLAIN,Njarðvík,Njarðvík
34804,1829,1,PUNCT,:,:
34805,1829,2,PLAIN,Lele,Lele
34806,1829,3,PLAIN,Hardy,Hardy
34807,1829,4,SPORT,16/14,sextán <sil> fjórtán
34808,1829,5,PLAIN,fráköst,fráköst
34809,1829,6,SYMB,/,skástrik
34810,1829,7,CARDINAL,6,sex
34811,1829,8,PLAIN,stoðsendingar,stoðsendingar
